,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label
3332,Female,63,No,No,Yes,Yes,1,Q3,Yes,9,45,No Offer,Yes,47.48,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.15,4,No
3333,Female,60,No,No,Yes,Yes,3,Q3,Yes,6,24,No Offer,Yes,41.45,Yes,Yes,Fiber Optic,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,83.15,5,No
3334,Female,60,No,No,Yes,No,0,Q3,Yes,10,56,No Offer,Yes,10.13,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.2,5,No
3335,Male,62,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,46.59,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,3,No
3336,Female,39,No,No,Yes,No,0,Q3,Yes,9,72,No Offer,Yes,10.87,Yes,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,4,No
3337,Female,57,No,No,No,No,0,Q3,No,0,47,No Offer,Yes,3.49,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,3,No
3338,Male,22,Yes,No,No,No,0,Q3,No,0,2,Offer E,Yes,18.62,No,Yes,DSL,51,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.3,5,No
3339,Female,49,No,No,Yes,No,0,Q3,No,0,2,Offer E,Yes,26.58,No,Yes,Fiber Optic,23,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,3,No
3340,Female,26,Yes,No,Yes,No,0,Q3,Yes,1,12,Offer D,Yes,46.88,No,Yes,Cable,73,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.25,3,No
3341,Male,61,No,No,Yes,Yes,1,Q3,Yes,6,69,No Offer,Yes,12.02,No,Yes,Fiber Optic,30,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,95.2,4,No
3342,Male,47,No,No,Yes,No,0,Q3,Yes,4,64,No Offer,Yes,6.59,Yes,Yes,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,76.1,4,No
3343,Male,56,No,No,Yes,Yes,3,Q3,Yes,3,62,No Offer,Yes,40.66,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,3,No
3344,Male,23,Yes,No,Yes,Yes,2,Q3,Yes,5,63,No Offer,Yes,28.92,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.65,4,No
3345,Female,34,No,No,No,No,0,Q3,No,0,53,No Offer,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,3,No
3346,Male,20,Yes,No,Yes,Yes,1,Q3,Yes,10,5,No Offer,Yes,8.04,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,3,No
3347,Female,32,No,No,Yes,Yes,3,Q3,Yes,4,62,No Offer,Yes,28.64,Yes,Yes,Fiber Optic,52,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,101.15,3,No
3348,Female,28,Yes,No,Yes,No,0,Q3,Yes,5,55,No Offer,Yes,2.36,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,4,No
3349,Female,25,Yes,No,Yes,Yes,2,Q3,Yes,6,72,No Offer,Yes,22.05,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.1,4,No
3350,Male,59,No,No,Yes,No,0,Q3,Yes,7,36,No Offer,No,0.0,No,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,3,No
3351,Male,47,No,No,Yes,No,0,Q3,Yes,3,25,No Offer,Yes,25.08,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.95,4,No
3352,Female,44,No,No,No,No,0,Q3,No,0,36,No Offer,Yes,49.85,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.25,3,No
3353,Male,55,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,42.19,No,Yes,Cable,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.8,5,No
3354,Female,25,Yes,No,Yes,No,0,Q3,No,0,72,No Offer,Yes,21.96,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,3,No
3355,Male,50,No,No,Yes,Yes,1,Q3,Yes,2,59,No Offer,Yes,41.19,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,3,No
3356,Female,54,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,36.05,No,Yes,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,5,No
3357,Female,62,No,No,Yes,Yes,2,Q3,Yes,9,30,No Offer,Yes,24.56,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,4,No
3358,Male,42,No,No,No,No,0,Q3,No,0,64,No Offer,Yes,38.96,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,3,No
3359,Male,20,Yes,No,No,No,0,Q3,No,0,63,No Offer,Yes,38.37,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,68.8,3,No
3360,Female,60,No,No,No,No,0,Q3,No,0,62,No Offer,Yes,6.05,Yes,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,84.5,4,No
3361,Male,19,Yes,No,Yes,Yes,1,Q3,Yes,6,67,No Offer,Yes,40.96,Yes,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.2,4,No
3362,Female,37,No,No,Yes,No,0,Q3,Yes,5,70,No Offer,Yes,43.81,Yes,Yes,DSL,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,3,No
3363,Female,50,No,No,No,No,0,Q3,No,0,5,No Offer,Yes,19.3,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,3,No
3364,Female,42,No,No,Yes,No,0,Q3,Yes,6,24,No Offer,No,0.0,No,Yes,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,57.6,4,No
3365,Male,55,No,No,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,3,No
3366,Female,26,Yes,No,Yes,No,0,Q3,Yes,9,66,No Offer,Yes,24.27,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,58.2,3,No
3367,Female,41,No,No,Yes,No,0,Q3,Yes,10,45,No Offer,Yes,26.01,No,Yes,Cable,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.0,3,No
3368,Female,47,No,No,Yes,Yes,3,Q3,Yes,5,69,No Offer,Yes,38.39,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,5,No
3369,Female,57,No,No,No,No,0,Q3,No,0,28,No Offer,Yes,38.97,No,Yes,Cable,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,3,No
3370,Female,48,No,No,No,No,0,Q3,No,0,36,No Offer,Yes,32.0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,4,No
3371,Male,32,No,No,Yes,No,0,Q3,Yes,6,42,No Offer,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,45.1,4,No
3372,Male,50,No,No,No,No,0,Q3,No,0,48,Offer B,Yes,44.76,Yes,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,3,No
3373,Female,32,No,No,Yes,Yes,1,Q3,Yes,3,11,Offer D,Yes,2.52,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,5,No
3374,Male,47,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,13.86,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,3,No
3375,Female,27,Yes,No,No,No,0,Q3,No,0,3,No Offer,Yes,26.33,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.6,4,No
3376,Male,47,No,No,No,No,0,Q3,No,0,8,No Offer,Yes,41.13,No,Yes,DSL,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,3,No
3377,Male,42,No,No,Yes,Yes,3,Q3,Yes,1,32,No Offer,Yes,43.37,No,Yes,Fiber Optic,76,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,94.8,4,No
3378,Male,35,No,No,Yes,No,0,Q3,Yes,4,60,Offer B,Yes,43.57,No,Yes,DSL,30,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,65.85,3,No
3379,Female,21,Yes,No,Yes,No,0,Q3,Yes,9,10,Offer D,Yes,49.6,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,4,No
3380,Female,33,No,No,Yes,No,0,Q3,Yes,5,71,No Offer,Yes,43.37,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,4,No
3381,Female,61,No,No,Yes,No,0,Q3,Yes,2,43,Offer B,No,0.0,No,Yes,Cable,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,51.25,3,No
3382,Female,47,No,No,Yes,No,0,Q3,Yes,6,23,Offer D,Yes,38.93,No,Yes,Cable,4,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,5,No
3383,Female,28,Yes,No,Yes,No,0,Q3,Yes,8,72,No Offer,Yes,12.87,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.4,3,No
3384,Male,56,No,No,Yes,No,0,Q3,Yes,8,22,Offer D,Yes,7.68,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,56.25,4,No
3385,Female,19,Yes,No,No,No,0,Q3,No,0,1,No Offer,No,0.0,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,5,No
3386,Male,57,No,No,No,No,0,Q3,No,0,69,No Offer,Yes,22.24,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,3,No
3387,Male,45,No,No,No,No,0,Q3,No,0,50,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,3,No
3388,Female,22,Yes,No,Yes,No,0,Q3,Yes,6,15,No Offer,Yes,30.09,No,Yes,Fiber Optic,71,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,5,No
3389,Male,56,No,No,No,No,0,Q3,No,0,31,No Offer,Yes,25.58,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,3,No
3390,Female,64,No,No,Yes,No,0,Q3,Yes,2,10,No Offer,No,0.0,No,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,56.05,4,No
3391,Female,55,No,No,No,No,0,Q3,No,0,8,No Offer,Yes,23.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,3,No
3392,Male,20,Yes,No,Yes,No,0,Q3,Yes,5,64,Offer B,Yes,26.64,No,Yes,DSL,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,73.05,3,No
3393,Female,27,Yes,No,Yes,No,0,Q3,Yes,3,28,No Offer,Yes,42.33,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,4,No
3394,Female,39,No,No,Yes,No,0,Q3,Yes,5,57,Offer B,Yes,3.72,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.75,3,No
3395,Male,58,No,No,No,No,0,Q3,No,0,19,No Offer,Yes,19.1,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,4,No
3396,Female,21,Yes,No,Yes,No,0,Q3,No,0,51,Offer B,No,0.0,No,Yes,DSL,42,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,3,No
3397,Female,51,No,No,Yes,No,0,Q3,Yes,5,67,No Offer,Yes,22.83,Yes,Yes,Cable,22,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,65.65,3,No
3398,Male,43,No,No,Yes,Yes,2,Q3,Yes,3,11,No Offer,Yes,16.67,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.45,5,No
3399,Male,38,No,No,Yes,No,0,Q3,Yes,8,72,No Offer,No,0.0,No,Yes,Cable,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,60.95,4,No
3400,Male,59,No,No,Yes,No,0,Q3,Yes,9,66,Offer A,Yes,45.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.35,5,No
3401,Female,43,No,No,No,No,0,Q3,No,0,9,No Offer,Yes,46.94,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.5,4,No
3402,Female,59,No,No,No,No,0,Q3,No,0,9,No Offer,Yes,9.27,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,5,No
3403,Male,28,Yes,No,Yes,No,0,Q3,Yes,9,48,Offer B,Yes,22.36,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.45,3,No
3404,Male,23,Yes,No,No,No,0,Q3,No,0,10,No Offer,Yes,4.29,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.15,3,No
3405,Female,47,No,No,Yes,No,0,Q3,Yes,8,72,Offer A,Yes,43.29,Yes,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,92.0,3,No
3406,Female,63,No,No,Yes,No,0,Q3,Yes,10,51,Offer B,Yes,33.93,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,3,No
3407,Male,41,No,No,No,No,0,Q3,No,0,54,Offer B,Yes,30.66,No,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,84.4,3,No
3408,Female,38,No,No,No,No,0,Q3,No,0,33,No Offer,Yes,15.69,Yes,Yes,DSL,24,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.9,4,No
3409,Female,62,No,No,No,No,0,Q3,No,0,27,No Offer,Yes,35.77,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.25,3,No
3410,Male,53,No,No,No,No,0,Q3,No,0,23,No Offer,Yes,48.21,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.3,3,No
3411,Male,63,No,No,No,Yes,2,Q3,No,0,1,No Offer,Yes,29.1,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,3,No
3412,Male,63,No,No,Yes,No,0,Q3,Yes,3,45,Offer B,Yes,30.8,No,Yes,Cable,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.35,3,No
3413,Female,35,No,No,Yes,Yes,1,Q3,Yes,3,39,No Offer,Yes,32.57,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.85,5,No
3414,Male,40,No,No,Yes,No,0,Q3,Yes,10,72,Offer A,Yes,48.44,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.3,3,No
3415,Female,44,No,No,Yes,Yes,1,Q3,Yes,2,58,Offer B,Yes,44.1,Yes,Yes,DSL,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.8,5,No
3416,Female,62,No,No,No,No,0,Q3,No,0,70,Offer A,No,0.0,No,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,44.6,3,No
3417,Male,41,No,No,Yes,Yes,1,Q3,Yes,4,61,Offer B,Yes,41.57,No,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,3,No
3418,Male,37,No,No,No,No,0,Q3,No,0,2,Offer E,Yes,2.72,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.7,4,No
3419,Female,39,No,No,Yes,No,0,Q3,No,0,46,Offer B,Yes,4.6,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.95,3,No
3420,Female,43,No,No,No,No,0,Q3,No,0,48,Offer B,Yes,19.04,No,Yes,Fiber Optic,21,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,102.5,3,No
3421,Male,35,No,No,No,No,0,Q3,No,0,64,Offer B,Yes,14.39,Yes,Yes,DSL,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.55,4,No
3422,Male,53,No,No,Yes,Yes,3,Q3,Yes,3,72,Offer A,Yes,20.42,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.3,4,No
3423,Female,51,No,No,Yes,Yes,3,Q3,Yes,2,12,No Offer,Yes,7.97,No,Yes,DSL,52,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.35,4,No
3424,Female,29,Yes,No,Yes,No,0,Q3,Yes,6,72,Offer A,Yes,12.32,No,Yes,DSL,59,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,68.75,3,No
3425,Male,62,No,No,Yes,No,0,Q3,Yes,4,29,No Offer,Yes,39.5,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.8,3,No
3426,Male,21,Yes,No,Yes,No,0,Q3,Yes,3,33,No Offer,Yes,49.37,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,5,No
3427,Female,47,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,44.09,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,3,No
3428,Female,42,No,No,Yes,Yes,3,Q3,Yes,5,62,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,57,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,4,No
3429,Female,24,Yes,No,No,No,0,Q3,No,0,4,Offer E,Yes,19.84,No,Yes,Fiber Optic,73,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,3,No
3430,Female,44,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,25.81,Yes,Yes,Fiber Optic,3,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,3,No
3431,Female,56,No,No,Yes,No,0,Q3,Yes,9,14,No Offer,Yes,19.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.55,3,No
3432,Male,38,No,No,No,Yes,3,Q3,No,0,3,Offer E,Yes,5.15,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,5,No
3433,Male,40,No,No,No,No,0,Q3,No,0,8,Offer E,Yes,25.72,No,Yes,Cable,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.25,5,No
3434,Female,38,No,No,No,No,0,Q3,No,0,35,No Offer,Yes,6.52,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.3,3,No
3435,Male,64,No,No,No,Yes,3,Q3,No,0,66,Offer A,Yes,23.81,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,4,No
3436,Male,46,No,No,No,No,0,Q3,No,0,8,No Offer,No,0.0,No,Yes,Cable,4,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,3,No
3437,Female,19,Yes,No,Yes,No,0,Q3,Yes,8,71,Offer A,Yes,4.39,Yes,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,4,No
3438,Female,59,No,No,Yes,Yes,3,Q3,Yes,3,43,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,53,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,3,No
3439,Male,35,No,No,Yes,Yes,2,Q3,Yes,6,65,Offer B,Yes,19.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55,4,No
3440,Male,27,Yes,No,No,No,0,Q3,No,0,35,No Offer,Yes,45.62,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,95.5,3,No
3441,Male,51,No,No,No,No,0,Q3,No,0,64,Offer B,Yes,9.95,No,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.3,5,No
3442,Female,58,No,No,Yes,No,0,Q3,Yes,1,58,Offer B,No,0.0,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.5,3,No
3443,Male,38,No,No,Yes,Yes,3,Q3,Yes,4,67,Offer A,Yes,6.15,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,4,No
3444,Male,59,No,No,Yes,Yes,3,Q3,Yes,2,63,No Offer,Yes,30.1,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,19.15,5,No
3445,Female,22,Yes,No,Yes,No,0,Q3,Yes,9,60,No Offer,Yes,34.48,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4,No
3446,Female,56,No,No,Yes,Yes,2,Q3,Yes,4,70,Offer A,Yes,33.25,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.05,5,No
3447,Female,32,No,No,No,No,0,Q3,No,0,48,No Offer,Yes,9.19,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.95,3,No
3448,Male,63,No,No,Yes,No,0,Q3,Yes,7,12,No Offer,Yes,49.39,No,Yes,DSL,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,4,No
3449,Male,43,No,No,Yes,Yes,3,Q3,Yes,10,45,No Offer,Yes,47.31,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.45,5,No
3450,Female,21,Yes,No,No,No,0,Q3,No,0,23,No Offer,Yes,43.77,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.8,3,No
3451,Female,64,No,No,Yes,No,0,Q3,Yes,6,43,No Offer,Yes,12.98,Yes,Yes,DSL,8,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.85,3,No
3452,Male,49,No,No,No,No,0,Q3,No,0,35,No Offer,Yes,17.92,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.75,3,No
3453,Male,47,No,No,Yes,No,0,Q3,Yes,2,9,Offer E,Yes,34.64,No,Yes,DSL,7,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,68.95,3,No
3454,Male,61,No,No,No,No,0,Q3,No,0,27,No Offer,Yes,2.69,Yes,Yes,Cable,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.0,3,No
3455,Female,61,No,No,No,No,0,Q3,No,0,40,No Offer,Yes,23.28,No,Yes,Cable,6,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,50.25,5,No
3456,Male,26,Yes,No,Yes,No,0,Q3,Yes,5,8,Offer E,Yes,48.39,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,5,No
3457,Female,31,No,No,Yes,Yes,2,Q3,Yes,7,52,No Offer,Yes,7.99,No,Yes,Fiber Optic,19,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.3,3,No
3458,Male,34,No,No,Yes,No,0,Q3,Yes,2,3,Offer E,Yes,4.19,No,Yes,Cable,6,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.8,4,No
3459,Male,29,Yes,No,No,Yes,3,Q3,No,0,41,No Offer,Yes,30.58,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,5,No
3460,Male,26,Yes,No,No,No,0,Q3,No,0,20,No Offer,Yes,23.22,Yes,Yes,Fiber Optic,59,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,98.55,3,No
